"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","""","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C8","C7","C8","C9","C5","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","1.34060192108154","3.30001401901245","7.2097270488739","4.95653891563416","20.995945930481","0","0","FALSE","FALSE","213
1","21312","30","0","0","0","1234567","3371051","2019-09-02 09:27:47"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","^$.?*|+()[
","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","C5","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C7","C8","C8","C9","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","1.29692316055298","1.87128591537476","7.39760684967041","23.5775301456451","21.288409948349","0","0","FALSE","FALSE","2","1","30","0","0","0","1234567","3371051","2019-09-02 09:28:40"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","123","NA","NA","NA","NA","NA","NA","1‘2","C5","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","C7","C7","C8","C7","C7","C8","C9","2.39746499061584","2.13509297370911","7.61568713188171","6.76209592819214","20.9582839012146","0","0","FALSE","FALSE","1","2","31","0","0","0","1234567","3371051","2019-09-02 09:39:54"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21321","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C7","C8","C5","C5","C8","C9","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","1.82918000221252","4.55527305603027","8.46803903579712","3.59576988220215","19.8089361190796","0","0","FALSE","FALSE","don&rsquo;t","ewqr","30","0","0","0","1234567","3371051","2019-09-02 09:58:35"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","don&rsquo;t","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","use","NA","C5","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C8","C8","C4","C9","C7","C4","C4","C4","C4","C3","C3","C3","C3","C2","C1","C2","1.50443005561829","1.60118699073792","7.55546712875366","4.32290101051331","24.1149649620056","1","0","TRUE","FALSE","1","2","31","0","0","0","1234567","3371051","2019-09-02 10:00:14"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","&rsquo;	straight single quote	&rsquo;	&rsquo;	&rsquo;
""	straight double quote	""	""	""
‘	opening single quote	alt 0145	option + ]	&lsquo;
’	closing single quote	alt 0146	option + shift + ]	&rsquo;
“	opening double quote	alt 0147	option + [	&ldquo;
”	closing double quote	alt 0148	option + shift + [	&rdquo;
","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","123","C5","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C7","C8","C8","C9","C4","C4","C4","C4","C4","C3","C3","C3","C2","C2","C3","C1","2.72194600105286","3.24886417388916","7.87504100799561","3.45430779457092","19.0708072185516","0","0","FALSE","FALSE","&rsquo;	straight single quote	&rsquo;	&rsquo;	&rsquo;
""	straight double quote	""	""	""
‘	opening single quote	alt 0145	option + ]	&lsquo;
’	closing single quote	alt 0146	option + shift + ]	&rsquo;
“	opening double quote	alt 0147	option + [	&ldquo;
”	closing double quote	alt 0148	option + shift + [	&rdquo;
","&rsquo;
&rsquo;","31","0","0","0","1234567","3371051","2019-09-02 10:17:11"
"Neutral","Unlike","Unlike","Like","Unlike","Unlike","Unlike","Like","Neutral","Like","Neutral","Like","Neutral","Neutral","Like","Unlike","Like","Unlike","Neutral","Like","Like","Unlike","Like","Like","Like","Neutral","Like","Unlike","Unlike","Neutral","NA","climate change is a settled science","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","i think this is what science says","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","C5","C1","C2","C8","C2","C3","C3","C6","C5","C6","C4","C6","C5","C5","C8","C3","C9","C4","C4","C7","C7","C4","C6","C6","C7","C3","C7","C5","C5","C4","35.3130710124969","48.9300780296326","1440.42914795876","67.4534270763397","599.253815889359","1","0","FALSE","FALSE","no","i found it hard to select which statement i agreed with the most","36","0","0","0","1234567","3371051","2019-09-02 10:34:19"
"Like","Unlike","Unlike","Like","Neutral","Unlike","Unlike","Like","Like","Like","Like","Like","Neutral","Like","Like","Unlike","Like","Unlike","Like","Like","Like","Like","Like","Like","Neutral","Like","Neutral","Like","Like","Like","NA","NA","NA","NA","NA","NA","firstly, the reason cow farts are so bad for the environment is surely because of human made capitalist cattle farming practices. so thats still human activity and responsibility. secondly i find it unlikely that methane is casing more issues that all of industry and transport and land clearing combined. thirdly, this statement is just an excuse not to act on CC","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","the idea of voting to ""fix"" CC is contingent upon one of the possible alternatives addressing this issue. i see no major party not controlled oil and gas industries -- either directly by donations, or indirectly via fear of losing mining boom jobs in their electorate. we are crossing the threshold of being able to prevent positive feedback loops in CC and not one political party is addressing this issue. so regardless of who you vote for, we fucked lol","NA","NA","C5","C2","C3","C8","C5","C3","C1","C7","C3","C6","C7","C4","C4","C7","C5","C2","C4","C3","C6","C5","C6","C6","C6","C7","C4","C5","C4","C9","C8","C5","22.4389600753784","360.53926897049","191.71289896965","560.604139089584","450.329812049866","0","0","FALSE","FALSE","perhaps that catastrophic climate change is inevitable under capitalism","- the task was difficult in terms of thinking, but easy in terms of understanding the task. sorting cards w mouse was a intuitive way of ranking my perspectives and the aesthetics was also palatable. 

- my interpretation of statements re: media/ political ignorance is that these industries are not ignorant, they know exactly what they are doing they are just being exploitative. it might be difficult to differentiate responses meaning ""politics dont know"" from ""politics know and thats precisely the problem"".","47","0","1","1","5252125","5115219","2019-09-04 15:01:56"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","`","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C7","C8","C8","C9","C5","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","2.03478407859802","-34.718945980072","7.68774104118347","3.52985596656799","21.4465599060059","0","0","FALSE","FALSE","NA","NA","30","0","0","0","1234567","3371051","2019-09-05 14:23:01"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","`","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","C5","C5","C5","C5","C5","C6","C6","C6","C6","C6","C7","C7","C7","C7","C8","C8","C9","C5","C4","C4","C4","C4","C4","C3","C3","C3","C3","C2","C2","C1","2.03478407859802","1.11098909378052","7.68774104118347","3.52985596656799","21.4465599060059","0","0","FALSE","FALSE","NA","NA","30","0","0","0","1234567","3371051","2019-09-05 14:23:01"
